wave,only_means,message,prevent,condemn,justified,mate_compete,job_compete,life_satisfaction,excess_males,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,left_right,afd,muslim_att,afd_att,contact_att,list,treatment_list,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife
2,1,1,1,1,1,NA,NA,NA,0.9637681159420288,37,30-39,Male,Rheinland-Pfalz,1,"Single, without partner","Christian, but not close to a particular religious community",24,Employee in low / medium position,"4,000 to below 4,500 <80>",7,10 ( TOP ),21-50 kilometers,1 <96> 49,3,3,0,0,0.8333333333333334,1,Scenario 1,2,2,1,1,1,2,2,1,2,1,3,1,1,1,1,1,3
4,1,1,1,1,1,1,1,7,0.9637681159420288,37,30-39,Male,Rheinland-Pfalz,1,"Single, without partner","Christian, but not close to a particular religious community",20,Employee in low / medium position,"1,500 to below 2,000 <80>",1,8,21-50 kilometers,1 <96> 49,3,5,0,0,0.6666666666666666,NA,NA,NA,2,1,1,2,2,1,1,2,1,2,1,2,1,3,1,2
4,2,1,1,4,1,2,2,8,1.207207207207207,68,60 and older,Male,Rheinland-Pfalz,1,Married,"Christian, but not close to a particular religious community",19,Retired,"3,500 to below 4,000 <80>",3,4,21-50 kilometers,50 <96> 249,3,16,1,1,0.6666666666666666,NA,NA,NA,3,3,4,3,4,3,4,4,4,3,3,3,3,4,3,3
2,2,2,3,2,2,NA,NA,NA,1.104830421377184,40,30-39,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",23,Employee in low / medium position,"500 to below 1,000 <80>",1,4,21-50 kilometers,1 <96> 49,8,62,0.625,1,0.3333333333333333,2,NA,NA,3,2,3,3,2,2,3,4,3,2,3,2,3,3,3,3
4,2,2,2,2,2,3,3,7,1.104830421377184,40,30-39,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",21,Employee in low / medium position,"500 to below 1,000 <80>",1,7,3-5 kilometers,1 <96> 49,7,20,0.25,0.6666666666666666,0.5,NA,NA,NA,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3
2,1,1,1,2,1,NA,NA,NA,1.0821198376700882,40,30-39,Female,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",11,Permanently sick or disabled,"1,000 to below 1,500 <80>",3,3,Don't know,250 <96> 499,5,0,0.625,0.3333333333333333,0.5,2,NA,NA,2,1,2,2,2,2,2,2,2,3,1,2,3,3,3,3
4,3,3,3,2,3,2,3,8,0.7647058823529411,22,18-29,Male,Rheinland-Pfalz,1,Married,Roman Catholic,14,Skilled worker,"1,500 to below 2,000 <80>",3,4,21-50 kilometers,There are no refugees in my town,2,0,0.25,1,0,NA,NA,NA,4,3,4,4,2,4,3,4,4,4,1,3,4,3,4,3
2,1,1,1,1,1,NA,NA,NA,1.0339053132106677,19,18-29,Male,Rheinland-Pfalz,1,"With partner, not living together",No answer,13,"In schooling / vocational training, student","2,000 to below 2,500 <80>",2,7,11-20 kilometers,50 <96> 249,3,0,0.25,0,0.16666666666666666,2,NA,NA,2,1,2,2,2,2,2,3,3,2,2,2,2,3,2,2
4,2,1,1,1,1,1,2,3,1.0339053132106677,56,50-59,Female,Rheinland-Pfalz,1,Married,Protestant,14,Retired,"4,500 to below 5,000 <80>",6,3,6-10 kilometers,250 <96> 499,4,1,0.375,0,0.3333333333333333,NA,NA,NA,2,1,3,4,2,3,3,3,4,3,2,2,2,4,3,2
4,1,1,1,2,2,2,2,8,1.146917808219178,67,60 and older,Male,Rheinland-Pfalz,1,Divorced / separated,Protestant,12,Retired,"500 to below 1,000 <80>",1,7,Don't know,250 <96> 499,7,20,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,1,3,3,2,2,3,3,4,3,3,3,3,4,4,4
2,3,3,3,3,3,NA,NA,NA,1.0664983164983164,19,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together",Roman Catholic,12,"In schooling / vocational training, student","2,000 to below 2,500 <80>",5,5,21-50 kilometers,500 <96> 999,5,56,1,0.6666666666666666,0.3333333333333333,1,Scenario 1,2,3,2,3,2,3,2,2,3,2,3,2,4,1,3,2,3
2,NA,1,1,1,1,NA,NA,NA,1.0153113303844843,40,30-39,Male,Rheinland-Pfalz,1,"With partner, living together",Roman Catholic,17,Employee in low / medium position,"2,000 to below 2,500 <80>",2,4,11-20 kilometers,1 <96> 49,5,0,0.25,0,0,1,Scenario 2,2,3,3,2,2,3,2,2,3,4,2,2,2,2,3,2,3
2,1,1,1,1,1,NA,NA,NA,1.0153113303844843,72,60 and older,Female,Rheinland-Pfalz,1,Widowed,Roman Catholic,14,Retired,"1,000 to below 1,500 <80>",1,5,More than 50 kilometer,1 <96> 49,4,4,0.5,0,0,2,NA,NA,2,2,2,1,2,1,1,3,3,2,2,2,2,3,3,3
4,1,1,1,1,1,1,2,8,1.018887722980063,56,50-59,Female,Rheinland-Pfalz,1,Married,Roman Catholic,12,Homemaker,"3,000 to below 3,500 <80>",2,8,21-50 kilometers,250 <96> 499,5,0,0.625,0.3333333333333333,0.5,NA,NA,NA,3,3,3,2,3,2,3,3,2,2,2,2,2,3,3,2
4,3,4,4,3,3,1,3,9,0.9356136820925554,26,18-29,Female,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",13,Employee in low / medium position,"1,500 to below 2,000 <80>",2,4,Less than 3 kilometer,50 <96> 249,6,40,0.875,1,0.6666666666666666,NA,NA,NA,3,2,4,4,3,3,4,4,2,3,4,2,2,3,3,4
2,2,2,2,2,3,NA,NA,NA,0.9356136820925554,26,18-29,Female,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",13,Homemaker,"1,000 to below 1,500 <80>",2,4,3-5 kilometers,There are no refugees in my town,5,1,1,1,0.5,2,NA,NA,2,2,3,4,3,3,3,3,1,3,2,2,3,3,4,4
4,1,1,1,1,1,1,1,8,1.064957264957265,21,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",15,"In schooling / vocational training, student",No answer,3,6,6-10 kilometers,1 <96> 49,4,0,0,0,0,NA,NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2
4,1,1,1,1,1,1,2,5,1.029032258064516,58,50-59,Female,Rheinland-Pfalz,1,Divorced / separated,"Christian, but not close to a particular religious community",13,Self-employed / freelancer,"2,000 to below 2,500 <80>",1,5,More than 50 kilometer,There are no refugees in my town,6,0,0.75,0.6666666666666666,0.16666666666666666,NA,NA,NA,4,4,4,4,3,2,4,4,4,3,2,2,1,4,1,1
2,1,1,1,1,1,NA,NA,NA,1.2526881720430108,26,18-29,Female,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",14,Employee in low / medium position,"2,500 to below 3,000 <80>",2,6,11-20 kilometers,1 <96> 49,4,0,0.375,0,0.3333333333333333,1,Scenario 1,2,2,1,2,3,4,3,2,1,2,3,1,2,1,1,3,1
2,2,1,1,2,1,NA,NA,NA,0.9537712895377128,33,30-39,Female,Rheinland-Pfalz,1,"With partner, not living together",Roman Catholic,20,Senior civil servant,"2,500 to below 3,000 <80>",1,6,11-20 kilometers,1 <96> 49,3,0,0.125,0.3333333333333333,0.3333333333333333,2,NA,NA,2,3,3,1,2,3,2,2,3,2,2,2,2,3,2,2
2,1,1,1,1,1,NA,NA,NA,1.022875816993464,31,30-39,Female,Rheinland-Pfalz,1,"With partner, not living together",Protestant,16,Employee in low / medium position,"1,500 to below 2,000 <80>",1,6,21-50 kilometers,1 <96> 49,5,0,0.75,0.3333333333333333,0.5,1,Scenario 1,2,4,2,4,4,4,3,3,4,4,3,3,3,4,2,4,3
4,1,1,1,1,2,1,1,3,1.022875816993464,31,30-39,Female,Rheinland-Pfalz,1,"Single, without partner",Protestant,16,Employee in low / medium position,"1,500 to below 2,000 <80>",1,7,11-20 kilometers,1 <96> 49,6,2,0.75,0.3333333333333333,0.3333333333333333,NA,NA,NA,4,3,3,3,4,2,2,1,4,3,2,3,2,2,3,3
2,2,2,3,2,4,NA,NA,NA,1.0288238028823802,28,18-29,Female,Rheinland-Pfalz,1,Married,Protestant Free Church,4,Parental leave,"1,500 to below 2,000 <80>",4,8,6-10 kilometers,50 <96> 249,10,16,0.625,1,0.3333333333333333,2,NA,NA,3,4,4,3,3,2,2,1,3,2,4,3,4,2,2,3
4,1,1,1,1,1,1,1,8,1.0288238028823802,27,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together",Protestant,20,"In schooling / vocational training, student","2,000 to below 2,500 <80>",3,6,6-10 kilometers,500 <96> 999,3,0,0.375,0,0.16666666666666666,NA,NA,NA,2,2,3,3,3,2,2,2,3,2,2,2,2,2,3,2
4,4,4,3,3,2,2,2,8,1.0288238028823802,28,18-29,Female,Rheinland-Pfalz,1,Married,Protestant,12,Parental leave,"2,000 to below 2,500 <80>",4,7,21-50 kilometers,50 <96> 249,8,54,0.875,0.3333333333333333,0.5,NA,NA,NA,4,1,3,1,2,2,3,4,2,2,1,2,2,2,1,1
2,1,1,1,1,1,NA,NA,NA,1.0288238028823802,27,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together",Protestant,20,Unemployed / seeking work,"2,000 to below 2,500 <80>",3,7,3-5 kilometers,50 <96> 249,4,0,0.25,0,0.3333333333333333,2,NA,NA,2,2,2,2,2,2,1,1,3,3,2,2,2,3,2,2
2,1,2,2,3,2,NA,NA,NA,1.0288238028823802,31,30-39,Female,Rheinland-Pfalz,1,"With partner, not living together","No, I don't feel close to any religion",13,Unemployed / seeking work,"500 to below 1,000 <80>",1,3,3-5 kilometers,1000 and more,5,0,0.75,0,0,2,NA,NA,3,3,2,2,2,3,2,2,2,3,2,3,2,2,2,2
4,2,1,1,1,1,2,2,5,1.0288238028823802,71,60 and older,Female,Rheinland-Pfalz,1,Divorced / separated,"No, I don't feel close to any religion",13,Retired,"500 to below 1,000 <80>",1,5,3-5 kilometers,250 <96> 499,5,3,0.375,0.3333333333333333,0,NA,NA,NA,2,2,3,3,3,2,3,3,2,2,2,2,3,3,3,2
4,1,1,1,2,1,1,1,7,1.0379746835443038,19,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",12,"In schooling / vocational training, student","4,000 to below 4,500 <80>",3,6,Don't know,1 <96> 49,2,1,0.25,0,0,NA,NA,NA,2,1,1,1,3,2,1,1,2,1,3,3,2,3,2,2
4,1,1,1,1,1,1,1,7,1.0208023774145616,29,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together","Christian, but not close to a particular religious community",20,Skilled worker,"1,500 to below 2,000 <80>",1,7,21-50 kilometers,1 <96> 49,4,0,0.25,0,0.3333333333333333,NA,NA,NA,2,1,1,1,3,1,2,1,2,1,1,1,1,4,1,1
4,2,1,1,1,1,1,1,5,1.0208023774145616,56,50-59,Female,Rheinland-Pfalz,1,"With partner, living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",15,Employee in low / medium position,"2,000 to below 2,500 <80>",2,2,11-20 kilometers,50 <96> 249,2,0,0.375,0,0.3333333333333333,NA,NA,NA,2,1,3,2,3,3,3,1,2,4,1,2,1,3,3,3
4,1,1,1,1,1,1,1,8,1.1620689655172414,23,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",16,Senior civil servant <96> highest level,"1,500 to below 2,000 <80>",1,6,21-50 kilometers,50 <96> 249,4,0,0,0,0.5,NA,NA,NA,2,2,2,1,3,2,1,2,3,2,1,2,2,3,2,2
4,1,1,1,2,1,1,1,8,0.8795620437956204,62,60 and older,Male,Rheinland-Pfalz,1,Married,Roman Catholic,12,Employee in high position,"3,500 to below 4,000 <80>",3,7,More than 50 kilometer,1 <96> 49,6,20,0.375,0.6666666666666666,0.3333333333333333,NA,NA,NA,2,2,2,3,3,2,2,2,2,3,2,3,2,2,1,2
4,2,1,1,2,1,2,3,8,1.1643835616438356,52,50-59,Female,Rheinland-Pfalz,1,"With partner, living together",Protestant,12,Self-employed / freelancer,"5,000 or more <80>",2,8,21-50 kilometers,1 <96> 49,4,15,0.875,1,0.6666666666666666,NA,NA,NA,3,2,4,4,4,3,2,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,3,4,1.1431767337807606,60,50-59,Female,Rheinland-Pfalz,1,"With partner, living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",16,Self-employed / freelancer,"2,500 to below 3,000 <80>",2,8,11-20 kilometers,50 <96> 249,4,0,0.25,0,0,NA,NA,NA,2,1,1,1,3,1,2,1,1,2,1,2,1,2,1,3
2,1,1,1,1,1,NA,NA,NA,1.1044776119402986,37,30-39,Female,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",13,Parental leave,"1,500 to below 2,000 <80>",4,3,6-10 kilometers,50 <96> 249,5,1,0.75,0.6666666666666666,0.8333333333333334,2,NA,NA,4,3,3,4,3,3,3,3,4,3,3,3,2,3,4,3
4,1,2,1,1,2,1,2,3,1.1044776119402986,37,30-39,Female,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",16,Parental leave,"1,000 to below 1,500 <80>",3,4,11-20 kilometers,250 <96> 499,6,80,0.875,0.3333333333333333,0,NA,NA,NA,4,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3
2,2,2,2,3,3,NA,NA,NA,1.0314009661835748,65,60 and older,Male,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",NA,Retired,"2,000 to below 2,500 <80>",2,5,21-50 kilometers,There are no refugees in my town,8,95,1,1,0,1,Scenario 1,2,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4
2,1,1,1,2,1,NA,NA,NA,1.097688617531618,30,18-29,Female,Rheinland-Pfalz,1,Married,Roman Catholic,15,Employee in low / medium position,"3,500 to below 4,000 <80>",2,6,Less than 3 kilometer,1 <96> 49,2,0,0.625,0.6666666666666666,0.5,1,Scenario 1,2,3,2,3,2,4,3,3,3,3,3,3,3,2,3,3,3
4,2,1,1,1,1,1,1,8,1.097688617531618,30,18-29,Female,Rheinland-Pfalz,1,Married,Roman Catholic,12,Employee in low / medium position,"3,500 to below 4,000 <80>",2,7,Less than 3 kilometer,50 <96> 249,2,0,0.875,0,0.6666666666666666,NA,NA,NA,3,2,2,2,4,2,3,3,3,3,2,3,3,3,4,2
2,1,1,1,1,1,NA,NA,NA,1.097688617531618,49,40-49,Female,Rheinland-Pfalz,1,Married,Roman Catholic,10,Employee in low / medium position,"3,000 to below 3,500 <80>",3,4,21-50 kilometers,1 <96> 49,5,0,0.625,0,0.3333333333333333,1,Scenario 1,2,2,2,3,2,3,2,2,3,3,2,2,2,3,3,2,3
2,2,2,1,1,1,NA,NA,NA,1.02280348759222,41,40-49,Male,Rheinland-Pfalz,1,"Single, without partner",Protestant,19,Retired,"1,500 to below 2,000 <80>",1,6,21-50 kilometers,50 <96> 249,8,50,0.75,1,0,1,Scenario 1,2,3,2,4,2,3,3,3,4,3,3,3,3,3,3,2,2
2,1,1,1,1,1,NA,NA,NA,1.4328507239141288,80,60 and older,Male,Rheinland-Pfalz,1,"With partner, living together",Protestant,17,Retired,"2,500 to below 3,000 <80>",2,8,6-10 kilometers,1 <96> 49,6,0,0.625,0.3333333333333333,0.16666666666666666,2,NA,NA,3,2,4,2,4,1,3,2,3,2,3,2,3,4,3,2
2,2,1,1,1,2,NA,NA,NA,0.9789473684210528,54,50-59,Female,Rheinland-Pfalz,1,Divorced / separated,"Christian, but not close to a particular religious community",13,Retired,No answer,3,5,6-10 kilometers,1 <96> 49,5,0,0.625,0,0.3333333333333333,1,Scenario 1,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3
2,1,1,1,2,1,NA,NA,NA,1.018425460636516,50,40-49,Female,Rheinland-Pfalz,1,Married,Protestant,21,"In schooling / vocational training, student","2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,250 <96> 499,5,0,0,0,0.3333333333333333,2,NA,NA,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3
2,2,1,1,2,1,NA,NA,NA,1.018425460636516,50,40-49,Male,Rheinland-Pfalz,1,Married,Protestant,17,Senior civil servant <96> highest level,"2,000 to below 2,500 <80>",4,6,21-50 kilometers,50 <96> 249,4,0,0.125,0,0,2,NA,NA,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2
4,1,1,1,1,1,1,1,8,1.018425460636516,50,40-49,Female,Rheinland-Pfalz,1,Married,Protestant,27,"In schooling / vocational training, student","3,000 to below 3,500 <80>",2,7,3-5 kilometers,250 <96> 499,5,1,0,0,0.5,NA,NA,NA,2,1,2,2,2,2,2,2,3,2,2,2,2,3,4,2
4,1,1,1,1,1,1,2,9,1.018425460636516,50,40-49,Male,Rheinland-Pfalz,1,Married,Protestant,18,Senior civil servant <96> highest level,"2,000 to below 2,500 <80>",4,6,21-50 kilometers,50 <96> 249,4,0,0.375,0,0.3333333333333333,NA,NA,NA,2,2,2,2,3,2,2,1,3,2,2,2,2,3,2,3
2,NA,1,1,2,1,NA,NA,NA,1.018425460636516,26,18-29,Male,Rheinland-Pfalz,1,Married,"Christian, but not close to a particular religious community",16,Senior civil servant <96> highest level,"4,500 to below 5,000 <80>",2,6,Don't know,1 <96> 49,5,0,0,0,0,1,Scenario 2,2,2,2,2,2,2,2,1,1,2,2,1,2,3,3,2,3
2,1,1,1,1,1,NA,NA,NA,1.018425460636516,26,18-29,Female,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",16,Employee in low / medium position,"3,000 to below 3,500 <80>",2,5,3-5 kilometers,1 <96> 49,4,0,0.25,0,0,1,Scenario 1,2,3,2,2,3,3,2,2,2,3,3,1,1,3,2,3,2
4,1,1,1,2,1,1,2,8,1.1578947368421053,46,40-49,Male,Rheinland-Pfalz,1,Married,Roman Catholic,14,Homemaker,"4,000 to below 4,500 <80>",4,6,21-50 kilometers,There are no refugees in my town,5,0,0.75,0,0,NA,NA,NA,2,3,2,1,2,2,3,3,2,2,2,2,2,1,1,2
4,1,1,1,1,1,2,2,8,1.1333333333333333,61,60 and older,Male,Rheinland-Pfalz,1,Married,Protestant Free Church,15,Senior civil servant <96> highest level,"3,000 to below 3,500 <80>",2,7,Don't know,There are no refugees in my town,3,0,0.625,0,0.3333333333333333,NA,NA,NA,2,3,2,1,3,2,2,2,2,2,2,3,2,3,2,2
2,1,1,1,1,1,NA,NA,NA,1.1333333333333333,61,60 and older,Male,Rheinland-Pfalz,1,Married,Protestant Free Church,15,Senior civil servant <96> highest level,"3,500 to below 4,000 <80>",2,6,21-50 kilometers,1 <96> 49,3,0,0.75,0,0,2,NA,NA,3,3,3,1,3,2,1,2,3,3,1,3,2,2,2,2
2,NA,1,1,1,1,NA,NA,NA,1.0603448275862069,60,50-59,Male,Rheinland-Pfalz,1,Divorced / separated,"No, I don't feel close to any religion",16,Unemployed / seeking work,"500 to below 1,000 <80>",1,3,Less than 3 kilometer,1 <96> 49,0,0,0.5,0,0,1,Scenario 2,3,3,2,2,2,3,2,3,2,2,3,2,3,2,2,2,2
4,1,1,1,2,1,1,1,7,1.0603448275862069,60,50-59,Male,Rheinland-Pfalz,1,Divorced / separated,"No, I don't feel close to any religion",15,Unemployed / seeking work,"500 to below 1,000 <80>",1,3,11-20 kilometers,1 <96> 49,0,0,0.25,0,0,NA,NA,NA,4,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1
2,NA,2,1,2,2,NA,NA,NA,1.0603448275862069,38,30-39,Female,Rheinland-Pfalz,1,"Single, without partner",Roman Catholic,12,Parental leave,"1,000 to below 1,500 <80>",2,2,3-5 kilometers,50 <96> 249,5,0,0.125,0.6666666666666666,0.3333333333333333,1,Scenario 2,3,3,3,3,3,3,3,2,2,3,3,2,2,2,4,3,2
4,1,1,1,1,1,2,1,10,1.111578947368421,52,50-59,Female,Rheinland-Pfalz,0,Married,Roman Catholic,10,Employee in low / medium position,"3,000 to below 3,500 <80>",2,6,11-20 kilometers,1 <96> 49,3,2,0.25,0,0,NA,NA,NA,3,3,3,2,3,3,2,3,3,3,2,2,2,3,3,1
4,1,1,1,1,1,1,3,7,1.0138888888888888,52,50-59,Female,Rheinland-Pfalz,1,"With partner, not living together","No, I don't feel close to any religion",13,Civil servant,"2,000 to below 2,500 <80>",4,5,21-50 kilometers,1000 and more,5,10,0.625,0.6666666666666666,0.6666666666666666,NA,NA,NA,2,2,4,4,3,4,3,4,4,4,3,3,1,4,4,3
2,NA,3,1,1,1,NA,NA,NA,1.094488188976378,37,30-39,Female,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",12,Skilled worker,"4,500 to below 5,000 <80>",4,6,11-20 kilometers,There are no refugees in my town,4,0,0.875,0.3333333333333333,0.3333333333333333,1,Scenario 2,0,2,3,4,4,1,4,3,4,3,4,3,4,3,3,3,3
2,1,1,1,1,1,NA,NA,NA,1.25531914893617,26,18-29,Female,Rheinland-Pfalz,1,"Single, without partner","Christian, but not close to a particular religious community",18,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,4,More than 50 kilometer,1 <96> 49,6,0,0,0,0,2,NA,NA,2,1,2,1,3,3,2,3,1,3,2,1,3,3,1,2
4,2,2,2,2,2,2,3,7,1.2142857142857142,37,30-39,Male,Rheinland-Pfalz,1,"Single, without partner",Roman Catholic,12,Employee in low / medium position,No answer,1,4,3-5 kilometers,1 <96> 49,7,20,0.875,1,0.3333333333333333,NA,NA,NA,3,4,4,4,3,3,3,3,3,3,3,2,3,3,2,3
2,1,1,1,1,1,NA,NA,NA,1.1212097031599106,30,18-29,Female,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",18,Employee in low / medium position,"3,500 to below 4,000 <80>",2,6,3-5 kilometers,500 <96> 999,2,0,0.125,0,0.6666666666666666,2,NA,NA,2,2,1,1,2,2,1,2,3,2,1,1,1,3,2,2
4,2,1,1,1,1,1,1,8,1.1212097031599106,24,18-29,Female,Rheinland-Pfalz,1,"With partner, living together",Protestant,16,"In schooling / vocational training, student","500 to below 1,000 <80>",2,4,Don't know,250 <96> 499,4,0,0.125,0.3333333333333333,0,NA,NA,NA,2,1,1,2,2,2,3,2,3,2,3,1,3,4,3,2
4,1,1,1,1,1,1,1,10,1.1212097031599106,26,18-29,Female,Rheinland-Pfalz,1,"With partner, living together",Protestant,18,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,7,6-10 kilometers,250 <96> 499,4,4,0.125,0.3333333333333333,0.16666666666666666,NA,NA,NA,3,4,2,1,2,2,3,2,3,2,2,2,1,4,4,3
2,2,1,1,1,2,NA,NA,NA,1.1212097031599106,66,60 and older,Male,Rheinland-Pfalz,1,Divorced / separated,Roman Catholic,10,Employee in low / medium position,"1,000 to below 1,500 <80>",1,5,3-5 kilometers,500 <96> 999,4,1,1,0,0.5,2,NA,NA,4,3,4,4,4,3,4,4,4,3,4,4,3,3,3,2
4,1,1,1,1,1,2,2,6,1.1212097031599106,54,50-59,Female,Rheinland-Pfalz,1,"Single, without partner",Roman Catholic,25,Employee in low / medium position,"1,500 to below 2,000 <80>",1,4,3-5 kilometers,500 <96> 999,5,0,0.5,0,0,NA,NA,NA,2,2,3,2,3,2,2,2,3,2,2,2,3,3,3,3
2,NA,1,1,1,1,NA,NA,NA,1.1212097031599106,24,18-29,Female,Rheinland-Pfalz,1,"Single, without partner","Christian, but not close to a particular religious community",16,"In schooling / vocational training, student","500 to below 1,000 <80>",1,6,3-5 kilometers,500 <96> 999,3,0,0,0,0,1,Scenario 2,2,2,1,1,2,2,1,3,1,3,1,2,1,2,4,3,3
4,1,2,1,2,1,1,1,9,1.1212097031599106,66,60 and older,Male,Rheinland-Pfalz,1,Divorced / separated,"No, I don't feel close to any religion",15,Retired,"1,000 to below 1,500 <80>",1,6,3-5 kilometers,500 <96> 999,3,0,1,0,0.3333333333333333,NA,NA,NA,4,3,4,4,3,3,4,4,4,3,3,3,3,3,3,2
2,NA,4,4,4,4,NA,NA,NA,1.1212097031599106,34,30-39,Female,Rheinland-Pfalz,1,Married,Roman Catholic,17,Parental leave,"4,000 to below 4,500 <80>",6,6,11-20 kilometers,50 <96> 249,8,39,1,1,0.8333333333333334,1,Scenario 2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
4,1,1,1,2,1,1,2,7,1.1212097031599106,23,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together","No, I don't feel close to any religion",16,"In schooling / vocational training, student",below 500 <80>,1,5,3-5 kilometers,1000 and more,3,0,0,0,0.3333333333333333,NA,NA,NA,2,2,3,3,2,3,3,2,3,2,2,2,3,3,3,3
2,2,2,2,2,2,NA,NA,NA,1.1212097031599106,43,40-49,Female,Rheinland-Pfalz,0,"Single, without partner",Jewish,17,Employee in low / medium position,"3,000 to below 3,500 <80>",2,5,3-5 kilometers,500 <96> 999,5,3,0.875,0.6666666666666666,0.3333333333333333,2,NA,NA,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
2,1,1,1,1,1,NA,NA,NA,1.1212097031599106,29,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",19,"In schooling / vocational training, student","2,000 to below 2,500 <80>",1,9,3-5 kilometers,1000 and more,5,30,0.5,0.6666666666666666,0.5,2,NA,NA,4,4,1,4,3,2,1,2,1,3,2,1,3,4,3,1
4,4,3,4,1,4,4,4,5,0.9121951219512195,34,30-39,Female,Rheinland-Pfalz,1,Married,Roman Catholic,13,Civil servant,"4,000 to below 4,500 <80>",6,6,Less than 3 kilometer,50 <96> 249,10,91,1,1,0.8333333333333334,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,1,1,1,1,1,NA,NA,NA,1.0083798882681565,72,60 and older,Male,Rheinland-Pfalz,0,Married,"No, I don't feel close to any religion",16,Retired,"2,500 to below 3,000 <80>",3,2,21-50 kilometers,50 <96> 249,0,0,0.25,0,0.3333333333333333,1,Scenario 1,2,2,1,1,1,1,1,1,2,3,2,1,1,1,3,2,1
4,1,1,1,1,1,1,1,8,1,36,30-39,Male,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",20,Employee in low / medium position,"3,000 to below 3,500 <80>",2,6,21-50 kilometers,There are no refugees in my town,2,0,0.125,0,0,NA,NA,NA,2,2,2,2,2,2,3,2,2,4,2,3,1,2,1,1
2,3,4,2,3,3,NA,NA,NA,0.9444444444444444,28,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together","No, I don't feel close to any religion",10,Employee in low / medium position,"3,500 to below 4,000 <80>",4,5,6-10 kilometers,There are no refugees in my town,8,50,0.75,0.6666666666666666,0.16666666666666666,2,NA,NA,4,4,4,4,3,4,4,4,4,3,1,2,2,3,3,2
4,2,2,2,4,2,2,2,6,1.2045309508615187,54,50-59,Male,Rheinland-Pfalz,1,Married,Roman Catholic,18,Retired,"2,500 to below 3,000 <80>",4,4,3-5 kilometers,250 <96> 499,8,86,1,1,0.8333333333333334,NA,NA,NA,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4
4,2,2,2,2,1,2,3,9,1.2045309508615187,51,50-59,Female,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",10,Employee in low / medium position,No answer,2,6,Don't know,500 <96> 999,5,60,1,1,0.3333333333333333,NA,NA,NA,4,3,4,4,4,3,3,4,4,3,3,3,3,4,3,4
