wave,hate_violence_means,hate_pol_message,hate_prevent_settlement,hate_polcondemn,hate_justified,MateComp.cont,JobComp.cont,LifeSatis.cont,pop_15_44_muni_gendergap_2015,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,lrscale,afd,muslim_ind,afd_ind,contact_ind,list,treatment_list,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife,women_role
4,2,1,1,2,2,1,1,7,1.2677685950413222,35,30-39,Female,Hessen,1,Married,Protestant,14,Employee in low / medium position,"2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,1000 and more,6,9,0.625,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,3,3,3,3,2,4,4,3,2,4,3,3,4,4,3,1
4,2,1,1,1,1,2,2,7,1.147868321640583,76,60 and older,Male,Hessen,1,Married,"No, I don't feel close to any religion",10,Retired,"2,000 to below 2,500 <80>",2,3,6-10 kilometers,1 <96> 49,4,2,0.5,0,0,NA,NA,NA,3,3,2,3,2,2,2,2,3,3,2,3,2,3,2,2,3
4,1,1,1,1,1,1,2,8,1.0536630891273917,24,18-29,Female,Hessen,1,"Single, without partner",Protestant,17,Senior civil servant <96> highest level,"5,000 or more <80>",5,7,6-10 kilometers,50 <96> 249,3,0,0,0,0,NA,NA,NA,2,2,2,1,2,2,2,2,3,2,2,2,2,3,3,3,1
4,1,1,1,1,1,1,1,8,1.0334158415841583,67,60 and older,Female,Hessen,1,Widowed,Protestant,13,Retired,"1,500 to below 2,000 <80>",1,7,21-50 kilometers,1 <96> 49,2,1,0.375,0.6666666666666666,0,NA,NA,NA,3,1,4,3,2,2,4,4,2,4,2,2,1,4,2,2,1
4,1,1,1,2,1,1,1,6,1.1337579617834397,33,30-39,Male,Hessen,1,"Single, without partner","No, I don't feel close to any religion",11,Unskilled worker,"1,500 to below 2,000 <80>",2,5,11-20 kilometers,1 <96> 49,5,0,0.25,0,0,NA,NA,NA,2,3,2,2,3,2,2,2,4,3,2,2,3,4,4,2,2
4,1,1,1,2,1,4,4,7,1.0731292517006803,55,50-59,Female,Hessen,1,Married,Protestant,10,Employee in low / medium position,below 500 <80>,2,4,3-5 kilometers,1 <96> 49,2,1,0.75,0.6666666666666666,0.5,NA,NA,NA,4,4,4,4,3,4,3,3,4,3,3,3,3,4,3,2,3
4,1,1,1,2,1,1,3,8,1.0828025477707006,62,60 and older,Female,Hessen,1,Married,"Christian, but not close to a particular religious community",13,Retired,"5,000 or more <80>",4,8,Less than 3 kilometer,250 <96> 499,2,0,1,0,0.5,NA,NA,NA,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2
4,2,2,2,3,2,2,2,5,1.0221703617269544,63,60 and older,Female,Hessen,1,"With partner, not living together",Protestant,12,Retired,"1,000 to below 1,500 <80>",2,5,Less than 3 kilometer,1 <96> 49,5,11,0.625,0,0,NA,NA,NA,4,3,4,3,4,4,3,4,4,3,3,3,1,3,3,2,3
4,1,2,1,2,2,2,2,4,1.1229166666666666,65,60 and older,Male,Hessen,1,Married,Protestant,12,Retired,"2,000 to below 2,500 <80>",2,7,6-10 kilometers,1 <96> 49,7,70,1,1,0.5,NA,NA,NA,4,4,4,4,2,3,4,4,3,3,3,3,4,4,2,2,3
4,2,2,2,3,2,3,4,7,1.1504488330341114,27,18-29,Male,Hessen,1,"With partner, living together",Protestant,18,Employee in low / medium position,"3,500 to below 4,000 <80>",2,6,Less than 3 kilometer,250 <96> 499,5,30,0.875,1,0.5,NA,NA,NA,4,3,4,3,3,3,3,4,4,3,4,3,4,4,3,2,2
4,1,1,1,1,1,2,2,7,1.082920792079208,63,60 and older,Male,Hessen,1,Married,Protestant,13,Self-employed / freelancer,No answer,2,7,21-50 kilometers,1 <96> 49,4,0,0,0,0,NA,NA,NA,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1
4,1,2,2,4,1,4,4,3,1.0604703247480405,38,30-39,Male,Hessen,1,Divorced / separated,Protestant,13,Unemployed / seeking work,"500 to below 1,000 <80>",1,0 ( BOTTOM ),11-20 kilometers,1 <96> 49,8,100,1,1,0.16666666666666666,NA,NA,NA,4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,2,4
4,1,1,1,1,2,2,2,7,1.155701754385965,62,60 and older,Male,Hessen,1,Married,No answer,17,Retired,No answer,2,5,Less than 3 kilometer,1 <96> 49,5,0,0,0,0.5,NA,NA,NA,3,2,2,3,2,2,3,2,1,3,1,2,1,2,2,3,3
4,1,1,1,1,1,1,1,5,1.2581648522550544,62,60 and older,Male,Hessen,1,"With partner, not living together",Protestant,12,Employee in low / medium position,"2,500 to below 3,000 <80>",1,4,Less than 3 kilometer,250 <96> 499,5,0,0.75,0.3333333333333333,0.5,NA,NA,NA,3,4,3,3,3,3,3,3,4,4,3,4,4,4,4,3,1
4,3,3,3,3,3,2,2,6,1.0109038478868162,34,30-39,Male,Rheinland-Pfalz,1,"Single, without partner",Protestant,19,Employee in low / medium position,"2,000 to below 2,500 <80>",1,6,Less than 3 kilometer,500 <96> 999,6,60,0.875,1,0.3333333333333333,NA,NA,NA,4,4,4,3,3,3,4,3,4,3,4,4,4,4,4,3,4
4,1,1,3,4,1,2,3,8,1.0109038478868162,50,40-49,Female,Rheinland-Pfalz,1,Married,Protestant,14,Senior civil servant,"4,500 to below 5,000 <80>",4,5,3-5 kilometers,50 <96> 249,9,0,0.625,0,0,NA,NA,NA,2,4,3,2,2,3,2,1,3,3,1,2,3,2,3,2,2
4,1,1,1,1,1,1,1,9,1.0109038478868162,22,18-29,Female,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",NA,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,7,3-5 kilometers,50 <96> 249,5,0,0,0,0,NA,NA,NA,2,2,1,1,3,1,2,2,3,2,2,2,3,3,2,1,1
4,2,1,1,1,2,2,2,7,1.0109038478868162,39,30-39,Male,Rheinland-Pfalz,1,Registered partnership,"No, I don't feel close to any religion",15,Senior civil servant,"4,500 to below 5,000 <80>",2,8,11-20 kilometers,250 <96> 499,5,0,0.875,0,0.8333333333333334,NA,NA,NA,3,3,3,3,4,2,3,4,2,3,3,3,2,3,2,2,2
4,2,1,2,2,1,1,1,8,1.0109038478868162,58,50-59,Female,Rheinland-Pfalz,1,"Single, without partner","Christian, but not close to a particular religious community",11,Employee in low / medium position,No answer,1,6,More than 50 kilometer,50 <96> 249,5,4,0.125,0.3333333333333333,0,NA,NA,NA,2,2,2,1,2,2,2,2,3,2,2,2,2,3,3,3,2
4,1,1,1,4,1,1,3,0,1.0109038478868162,34,30-39,Male,Rheinland-Pfalz,1,"With partner, living together",Roman Catholic,19,Employee in low / medium position,"1,000 to below 1,500 <80>",1,1,3-5 kilometers,500 <96> 999,7,80,0.875,1,0.3333333333333333,NA,NA,NA,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3
4,1,2,3,3,3,4,4,5,1.0087778528021607,49,40-49,Male,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",10,Unskilled worker,"4,000 to below 4,500 <80>",2,6,More than 50 kilometer,500 <96> 999,5,60,1,1,0.6666666666666666,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
4,1,1,1,2,1,2,2,6,1.4285714285714286,25,18-29,Female,Rheinland-Pfalz,1,"With partner, living together",Roman Catholic,17,Employee in low / medium position,"1,500 to below 2,000 <80>",2,4,More than 50 kilometer,1 <96> 49,3,0,0.125,0.3333333333333333,0,NA,NA,NA,2,2,3,3,2,2,1,3,1,2,1,2,3,3,3,3,3
4,2,1,2,2,2,4,3,9,1.3125,67,60 and older,Male,Rheinland-Pfalz,0,Married,"No, I don't feel close to any religion",12,Retired,"1,500 to below 2,000 <80>",2,6,Don't know,There are no refugees in my town,8,49,1,1,0.3333333333333333,NA,NA,NA,4,2,4,4,3,4,3,4,3,3,3,3,4,4,4,3,1
4,1,1,1,1,1,2,3,7,1.0605143721633887,51,50-59,Female,Rheinland-Pfalz,1,Married,Roman Catholic,13,Senior civil servant <96> highest level,"4,500 to below 5,000 <80>",2,7,21-50 kilometers,1 <96> 49,4,0,0.375,0,0,NA,NA,NA,3,3,3,2,4,2,3,3,3,3,3,2,2,3,3,2,3
4,3,3,3,3,3,2,4,4,1.0605143721633887,41,40-49,Female,Rheinland-Pfalz,1,"With partner, not living together","No, I don't feel close to any religion",13,Employee in low / medium position,No answer,1,7,Less than 3 kilometer,50 <96> 249,5,0,1,0.6666666666666666,0.5,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
4,1,1,1,2,1,2,2,9,1.077834179357022,61,60 and older,Male,Rheinland-Pfalz,1,Married,Roman Catholic,18,Retired,"5,000 or more <80>",3,8,11-20 kilometers,1 <96> 49,6,0,0.375,0,0,NA,NA,NA,3,2,3,1,3,2,3,3,2,2,3,2,2,3,2,2,2
4,2,3,3,3,2,3,2,7,1.1179039301310043,26,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",13,"In schooling / vocational training, student","3,500 to below 4,000 <80>",3,6,11-20 kilometers,1 <96> 49,7,29,0.75,0.6666666666666666,0.16666666666666666,NA,NA,NA,3,1,4,3,4,3,4,4,3,3,3,3,3,4,2,3,4
4,2,2,2,2,2,2,3,9,1.0341491178144564,27,18-29,Female,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",15,Employee in low / medium position,"3,500 to below 4,000 <80>",2,7,More than 50 kilometer,50 <96> 249,5,0,0.75,1,0.16666666666666666,NA,NA,NA,2,2,4,4,4,2,3,3,2,2,2,2,3,3,3,3,2
4,3,1,2,4,4,3,4,0,1.076777251184834,54,50-59,Female,Rheinland-Pfalz,1,"With partner, not living together",Roman Catholic,13,Unemployed / seeking work,"1,000 to below 1,500 <80>",2,3,Don't know,500 <96> 999,10,100,0.875,1,0.6666666666666666,NA,NA,NA,4,4,4,4,1,4,4,4,4,3,4,4,4,4,4,4,3
4,3,1,1,3,3,2,2,8,1.1041666666666667,35,30-39,Male,Rheinland-Pfalz,1,Married,Protestant,12,Employee in low / medium position,"3,500 to below 4,000 <80>",4,5,Don't know,There are no refugees in my town,7,69,0,0.6666666666666666,0,NA,NA,NA,2,3,3,2,3,3,2,2,1,4,1,3,1,1,1,1,4
4,1,1,1,1,1,1,1,7,1.190909090909091,28,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",20,Unemployed / seeking work,"1,000 to below 1,500 <80>",2,7,Don't know,1 <96> 49,2,0,0,0,0,NA,NA,NA,1,1,1,1,1,2,2,3,1,2,1,1,1,1,3,1,2
4,4,1,3,1,1,3,3,2,0.973887587822014,49,40-49,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",12,Retired,"500 to below 1,000 <80>",1,2,Less than 3 kilometer,1000 and more,4,70,0.875,1,0.3333333333333333,NA,NA,NA,3,2,4,4,4,4,4,3,4,3,4,4,3,3,3,2,2
4,1,1,1,3,1,1,2,3,0.973887587822014,25,18-29,Male,Rheinland-Pfalz,1,"With partner, not living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",18,"In schooling / vocational training, student",below 500 <80>,1,3,3-5 kilometers,500 <96> 999,3,20,0.875,1,0.8333333333333334,NA,NA,NA,4,2,4,4,3,3,4,4,3,2,4,3,4,3,3,3,2
4,1,2,1,2,1,1,2,3,0.973887587822014,64,60 and older,Male,Rheinland-Pfalz,1,"Single, without partner",Roman Catholic,14,Retired,"1,500 to below 2,000 <80>",1,6,3-5 kilometers,250 <96> 499,7,0,0.375,0,0,NA,NA,NA,3,2,2,1,2,1,1,1,3,2,2,2,2,3,3,2,1
4,1,1,1,1,1,1,1,2,1,60,50-59,Female,Rheinland-Pfalz,1,Divorced / separated,Protestant,14,Employee in low / medium position,"1,500 to below 2,000 <80>",2,3,21-50 kilometers,There are no refugees in my town,4,0,0.625,0,0.3333333333333333,NA,NA,NA,2,2,3,2,3,3,3,3,2,4,2,2,2,1,4,3,1
4,1,1,1,1,1,1,1,7,0.9637681159420288,37,30-39,Male,Rheinland-Pfalz,1,"Single, without partner","Christian, but not close to a particular religious community",20,Employee in low / medium position,"1,500 to below 2,000 <80>",1,8,21-50 kilometers,1 <96> 49,3,5,0,0,0.6666666666666666,NA,NA,NA,2,1,1,2,2,1,1,2,1,2,1,2,1,3,1,2,1
4,2,1,1,4,1,2,2,8,1.207207207207207,68,60 and older,Male,Rheinland-Pfalz,1,Married,"Christian, but not close to a particular religious community",19,Retired,"3,500 to below 4,000 <80>",3,4,21-50 kilometers,50 <96> 249,3,16,1,1,0.6666666666666666,NA,NA,NA,3,3,4,3,4,3,4,4,4,3,3,3,3,4,3,3,2
4,2,2,2,2,2,3,3,7,1.104830421377184,40,30-39,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",21,Employee in low / medium position,"500 to below 1,000 <80>",1,7,3-5 kilometers,1 <96> 49,7,20,0.25,0.6666666666666666,0.5,NA,NA,NA,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,2
4,3,3,3,2,3,2,3,8,0.7647058823529411,22,18-29,Male,Rheinland-Pfalz,1,Married,Roman Catholic,14,Skilled worker,"1,500 to below 2,000 <80>",3,4,21-50 kilometers,There are no refugees in my town,2,0,0.25,1,0,NA,NA,NA,4,3,4,4,2,4,3,4,4,4,1,3,4,3,4,3,2
4,2,1,1,1,1,1,2,3,1.0339053132106677,56,50-59,Female,Rheinland-Pfalz,1,Married,Protestant,14,Retired,"4,500 to below 5,000 <80>",6,3,6-10 kilometers,250 <96> 499,4,1,0.375,0,0.3333333333333333,NA,NA,NA,2,1,3,4,2,3,3,3,4,3,2,2,2,4,3,2,2
4,1,1,1,2,2,2,2,8,1.146917808219178,67,60 and older,Male,Rheinland-Pfalz,1,Divorced / separated,Protestant,12,Retired,"500 to below 1,000 <80>",1,7,Don't know,250 <96> 499,7,20,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,1,3,3,2,2,3,3,4,3,3,3,3,4,4,4,3
4,1,1,1,1,1,1,2,8,1.018887722980063,56,50-59,Female,Rheinland-Pfalz,1,Married,Roman Catholic,12,Homemaker,"3,000 to below 3,500 <80>",2,8,21-50 kilometers,250 <96> 499,5,0,0.625,0.3333333333333333,0.5,NA,NA,NA,3,3,3,2,3,2,3,3,2,2,2,2,2,3,3,2,2
4,3,4,4,3,3,1,3,9,0.9356136820925554,26,18-29,Female,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",13,Employee in low / medium position,"1,500 to below 2,000 <80>",2,4,Less than 3 kilometer,50 <96> 249,6,40,0.875,1,0.6666666666666666,NA,NA,NA,3,2,4,4,3,3,4,4,2,3,4,2,2,3,3,4,2
4,1,1,1,1,1,1,1,8,1.064957264957265,21,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",15,"In schooling / vocational training, student",No answer,3,6,6-10 kilometers,1 <96> 49,4,0,0,0,0,NA,NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2
4,1,1,1,1,1,1,2,5,1.029032258064516,58,50-59,Female,Rheinland-Pfalz,1,Divorced / separated,"Christian, but not close to a particular religious community",13,Self-employed / freelancer,"2,000 to below 2,500 <80>",1,5,More than 50 kilometer,There are no refugees in my town,6,0,0.75,0.6666666666666666,0.16666666666666666,NA,NA,NA,4,4,4,4,3,2,4,4,4,3,2,2,1,4,1,1,3
4,1,1,1,1,2,1,1,3,1.022875816993464,31,30-39,Female,Rheinland-Pfalz,1,"Single, without partner",Protestant,16,Employee in low / medium position,"1,500 to below 2,000 <80>",1,7,11-20 kilometers,1 <96> 49,6,2,0.75,0.3333333333333333,0.3333333333333333,NA,NA,NA,4,3,3,3,4,2,2,1,4,3,2,3,2,2,3,3,3
4,1,1,1,1,1,1,1,8,1.0288238028823802,27,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together",Protestant,20,"In schooling / vocational training, student","2,000 to below 2,500 <80>",3,6,6-10 kilometers,500 <96> 999,3,0,0.375,0,0.16666666666666666,NA,NA,NA,2,2,3,3,3,2,2,2,3,2,2,2,2,2,3,2,3
4,4,4,3,3,2,2,2,8,1.0288238028823802,28,18-29,Female,Rheinland-Pfalz,1,Married,Protestant,12,Parental leave,"2,000 to below 2,500 <80>",4,7,21-50 kilometers,50 <96> 249,8,54,0.875,0.3333333333333333,0.5,NA,NA,NA,4,1,3,1,2,2,3,4,2,2,1,2,2,2,1,1,4
4,2,1,1,1,1,2,2,5,1.0288238028823802,71,60 and older,Female,Rheinland-Pfalz,1,Divorced / separated,"No, I don't feel close to any religion",13,Retired,"500 to below 1,000 <80>",1,5,3-5 kilometers,250 <96> 499,5,3,0.375,0.3333333333333333,0,NA,NA,NA,2,2,3,3,3,2,3,3,2,2,2,2,3,3,3,2,3
4,1,1,1,2,1,1,1,7,1.0379746835443038,19,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",12,"In schooling / vocational training, student","4,000 to below 4,500 <80>",3,6,Don't know,1 <96> 49,2,1,0.25,0,0,NA,NA,NA,2,1,1,1,3,2,1,1,2,1,3,3,2,3,2,2,3
4,1,1,1,1,1,1,1,7,1.0208023774145616,29,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together","Christian, but not close to a particular religious community",20,Skilled worker,"1,500 to below 2,000 <80>",1,7,21-50 kilometers,1 <96> 49,4,0,0.25,0,0.3333333333333333,NA,NA,NA,2,1,1,1,3,1,2,1,2,1,1,1,1,4,1,1,1
4,2,1,1,1,1,1,1,5,1.0208023774145616,56,50-59,Female,Rheinland-Pfalz,1,"With partner, living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",15,Employee in low / medium position,"2,000 to below 2,500 <80>",2,2,11-20 kilometers,50 <96> 249,2,0,0.375,0,0.3333333333333333,NA,NA,NA,2,1,3,2,3,3,3,1,2,4,1,2,1,3,3,3,2
4,1,1,1,1,1,1,1,8,1.1620689655172414,23,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",16,Senior civil servant <96> highest level,"1,500 to below 2,000 <80>",1,6,21-50 kilometers,50 <96> 249,4,0,0,0,0.5,NA,NA,NA,2,2,2,1,3,2,1,2,3,2,1,2,2,3,2,2,2
4,1,1,1,2,1,1,1,8,0.8795620437956204,62,60 and older,Male,Rheinland-Pfalz,1,Married,Roman Catholic,12,Employee in high position,"3,500 to below 4,000 <80>",3,7,More than 50 kilometer,1 <96> 49,6,20,0.375,0.6666666666666666,0.3333333333333333,NA,NA,NA,2,2,2,3,3,2,2,2,2,3,2,3,2,2,1,2,3
4,2,1,1,2,1,2,3,8,1.1643835616438356,52,50-59,Female,Rheinland-Pfalz,1,"With partner, living together",Protestant,12,Self-employed / freelancer,"5,000 or more <80>",2,8,21-50 kilometers,1 <96> 49,4,15,0.875,1,0.6666666666666666,NA,NA,NA,3,2,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,3,4,1.1431767337807606,60,50-59,Female,Rheinland-Pfalz,1,"With partner, living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",16,Self-employed / freelancer,"2,500 to below 3,000 <80>",2,8,11-20 kilometers,50 <96> 249,4,0,0.25,0,0,NA,NA,NA,2,1,1,1,3,1,2,1,1,2,1,2,1,2,1,3,3
4,1,2,1,1,2,1,2,3,1.1044776119402986,37,30-39,Female,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",16,Parental leave,"1,000 to below 1,500 <80>",3,4,11-20 kilometers,250 <96> 499,6,80,0.875,0.3333333333333333,0,NA,NA,NA,4,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,2
4,2,1,1,1,1,1,1,8,1.097688617531618,30,18-29,Female,Rheinland-Pfalz,1,Married,Roman Catholic,12,Employee in low / medium position,"3,500 to below 4,000 <80>",2,7,Less than 3 kilometer,50 <96> 249,2,0,0.875,0,0.6666666666666666,NA,NA,NA,3,2,2,2,4,2,3,3,3,3,2,3,3,3,4,2,2
4,1,1,1,1,1,1,1,8,1.018425460636516,50,40-49,Female,Rheinland-Pfalz,1,Married,Protestant,27,"In schooling / vocational training, student","3,000 to below 3,500 <80>",2,7,3-5 kilometers,250 <96> 499,5,1,0,0,0.5,NA,NA,NA,2,1,2,2,2,2,2,2,3,2,2,2,2,3,4,2,1
4,1,1,1,1,1,1,2,9,1.018425460636516,50,40-49,Male,Rheinland-Pfalz,1,Married,Protestant,18,Senior civil servant <96> highest level,"2,000 to below 2,500 <80>",4,6,21-50 kilometers,50 <96> 249,4,0,0.375,0,0.3333333333333333,NA,NA,NA,2,2,2,2,3,2,2,1,3,2,2,2,2,3,2,3,2
4,1,1,1,2,1,1,2,8,1.1578947368421053,46,40-49,Male,Rheinland-Pfalz,1,Married,Roman Catholic,14,Homemaker,"4,000 to below 4,500 <80>",4,6,21-50 kilometers,There are no refugees in my town,5,0,0.75,0,0,NA,NA,NA,2,3,2,1,2,2,3,3,2,2,2,2,2,1,1,2,2
4,1,1,1,1,1,2,2,8,1.1333333333333333,61,60 and older,Male,Rheinland-Pfalz,1,Married,Protestant Free Church,15,Senior civil servant <96> highest level,"3,000 to below 3,500 <80>",2,7,Don't know,There are no refugees in my town,3,0,0.625,0,0.3333333333333333,NA,NA,NA,2,3,2,1,3,2,2,2,2,2,2,3,2,3,2,2,2
4,1,1,1,2,1,1,1,7,1.0603448275862069,60,50-59,Male,Rheinland-Pfalz,1,Divorced / separated,"No, I don't feel close to any religion",15,Unemployed / seeking work,"500 to below 1,000 <80>",1,3,11-20 kilometers,1 <96> 49,0,0,0.25,0,0,NA,NA,NA,4,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2
4,1,1,1,1,1,2,1,10,1.111578947368421,52,50-59,Female,Rheinland-Pfalz,0,Married,Roman Catholic,10,Employee in low / medium position,"3,000 to below 3,500 <80>",2,6,11-20 kilometers,1 <96> 49,3,2,0.25,0,0,NA,NA,NA,3,3,3,2,3,3,2,3,3,3,2,2,2,3,3,1,4
4,1,1,1,1,1,1,3,7,1.0138888888888888,52,50-59,Female,Rheinland-Pfalz,1,"With partner, not living together","No, I don't feel close to any religion",13,Civil servant,"2,000 to below 2,500 <80>",4,5,21-50 kilometers,1000 and more,5,10,0.625,0.6666666666666666,0.6666666666666666,NA,NA,NA,2,2,4,4,3,4,3,4,4,4,3,3,1,4,4,3,3
4,2,2,2,2,2,2,3,7,1.2142857142857142,37,30-39,Male,Rheinland-Pfalz,1,"Single, without partner",Roman Catholic,12,Employee in low / medium position,No answer,1,4,3-5 kilometers,1 <96> 49,7,20,0.875,1,0.3333333333333333,NA,NA,NA,3,4,4,4,3,3,3,3,3,3,3,2,3,3,2,3,3
4,2,1,1,1,1,1,1,8,1.1212097031599106,24,18-29,Female,Rheinland-Pfalz,1,"With partner, living together",Protestant,16,"In schooling / vocational training, student","500 to below 1,000 <80>",2,4,Don't know,250 <96> 499,4,0,0.125,0.3333333333333333,0,NA,NA,NA,2,1,1,2,2,2,3,2,3,2,3,1,3,4,3,2,2
4,1,1,1,1,1,1,1,10,1.1212097031599106,26,18-29,Female,Rheinland-Pfalz,1,"With partner, living together",Protestant,18,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,7,6-10 kilometers,250 <96> 499,4,4,0.125,0.3333333333333333,0.16666666666666666,NA,NA,NA,3,4,2,1,2,2,3,2,3,2,2,2,1,4,4,3,1
4,1,1,1,1,1,2,2,6,1.1212097031599106,54,50-59,Female,Rheinland-Pfalz,1,"Single, without partner",Roman Catholic,25,Employee in low / medium position,"1,500 to below 2,000 <80>",1,4,3-5 kilometers,500 <96> 999,5,0,0.5,0,0,NA,NA,NA,2,2,3,2,3,2,2,2,3,2,2,2,3,3,3,3,1
4,1,2,1,2,1,1,1,9,1.1212097031599106,66,60 and older,Male,Rheinland-Pfalz,1,Divorced / separated,"No, I don't feel close to any religion",15,Retired,"1,000 to below 1,500 <80>",1,6,3-5 kilometers,500 <96> 999,3,0,1,0,0.3333333333333333,NA,NA,NA,4,3,4,4,3,3,4,4,4,3,3,3,3,3,3,2,2
4,1,1,1,2,1,1,2,7,1.1212097031599106,23,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together","No, I don't feel close to any religion",16,"In schooling / vocational training, student",below 500 <80>,1,5,3-5 kilometers,1000 and more,3,0,0,0,0.3333333333333333,NA,NA,NA,2,2,3,3,2,3,3,2,3,2,2,2,3,3,3,3,1
4,4,3,4,1,4,4,4,5,0.9121951219512195,34,30-39,Female,Rheinland-Pfalz,1,Married,Roman Catholic,13,Civil servant,"4,000 to below 4,500 <80>",6,6,Less than 3 kilometer,50 <96> 249,10,91,1,1,0.8333333333333334,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
4,1,1,1,1,1,1,1,8,1,36,30-39,Male,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",20,Employee in low / medium position,"3,000 to below 3,500 <80>",2,6,21-50 kilometers,There are no refugees in my town,2,0,0.125,0,0,NA,NA,NA,2,2,2,2,2,2,3,2,2,4,2,3,1,2,1,1,1
4,2,2,2,4,2,2,2,6,1.2045309508615187,54,50-59,Male,Rheinland-Pfalz,1,Married,Roman Catholic,18,Retired,"2,500 to below 3,000 <80>",4,4,3-5 kilometers,250 <96> 499,8,86,1,1,0.8333333333333334,NA,NA,NA,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3
4,2,2,2,2,1,2,3,9,1.2045309508615187,51,50-59,Female,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",10,Employee in low / medium position,No answer,2,6,Don't know,500 <96> 999,5,60,1,1,0.3333333333333333,NA,NA,NA,4,3,4,4,4,3,3,4,4,3,3,3,3,4,3,4,2
4,1,1,1,1,1,2,2,4,0.9345794392523364,28,18-29,Female,Rheinland-Pfalz,0,"Single, without partner","No, I don't feel close to any religion",19,Senior civil servant,No answer,2,7,6-10 kilometers,1 <96> 49,7,35,0.75,1,0,NA,NA,NA,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,1
4,2,2,1,3,2,2,3,7,0.773109243697479,59,50-59,Female,Rheinland-Pfalz,1,Married,Roman Catholic,15,Employee in high position,"2,500 to below 3,000 <80>",2,5,3-5 kilometers,50 <96> 249,5,1,0.75,0,0.6666666666666666,NA,NA,NA,3,1,4,4,2,3,3,3,3,3,3,3,2,4,3,3,2
4,2,1,1,1,1,2,2,7,1.0130718954248366,38,30-39,Male,Rheinland-Pfalz,1,Married,Roman Catholic,12,Retired,"2,500 to below 3,000 <80>",3,5,6-10 kilometers,1 <96> 49,3,0,0.5,0,0.3333333333333333,NA,NA,NA,2,2,2,2,2,3,2,3,1,3,2,3,2,2,2,2,2
4,2,1,1,1,2,2,2,7,0.9897959183673468,44,40-49,Male,Rheinland-Pfalz,1,Married,No answer,21,Employee in high position,No answer,3,7,6-10 kilometers,1 <96> 49,7,0,0.375,0,0.16666666666666666,NA,NA,NA,3,1,3,2,3,2,3,3,2,3,1,2,1,3,3,2,2
4,2,2,2,2,2,2,3,7,1.150943396226415,64,60 and older,Male,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",10,Self-employed / freelancer,"3,500 to below 4,000 <80>",2,6,11-20 kilometers,There are no refugees in my town,0,0,1,0,0.5,NA,NA,NA,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3
